,Number,Line,Sample,CODE,No leaves,Diameter,Perpendicular,Height,Max. Temp.,Min. Temp.,Mean. Temp.,Max. Hum.,Min. Hum.,Mean. Hum.,Combined Temperature Average,Combined Temperature Std Dev,Combined Humidity Average,Combined Humidity Std Dev,BBCH,Average Leaf Thickness
2024-09-24,22,3,N,RNGRA2,12,23.1,21.9,11.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,39,0.2933333333333334
2024-09-24,23,4,N,RNROB2,11,22.3,18.2,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,44,0.29000000000000004
2024-09-24,24,4,N,RNROC3,10,20.3,16.5,7.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,17,0.32666666666666666
2024-09-24,25,4,N,RNROA5,8,19.4,15.6,8.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.3666666666666667
2024-09-24,26,4,N,RNROC5,10,19.4,18.3,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.3566666666666667
2024-09-24,27,4,N,RNROB3,10,19.3,16.4,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.36000000000000004
2024-09-24,28,4,N,RNROA1,6,12.8,10.3,5.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.21666666666666667
2024-09-24,29,4,N,RNROC1,10,20.3,20.9,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.3133333333333333
2024-09-24,30,5,N,RNGRC1,16,27.6,23.4,11.35,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,16,0.35333333333333333
2024-09-24,31,5,N,RNGRB3,18,30.6,23.4,12.35,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,18,0.33
2024-09-24,32,5,N,RNGRA5,13,26.3,23.1,12.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.3466666666666667
2024-09-24,33,5,N,RNGRB1,11,28.7,26.8,12.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.2966666666666667
2024-09-24,34,5,N,RNGRC3,11,24.1,23.8,11.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.31
2024-09-24,35,5,N,RNGRB4,15,22.9,22.6,12.45,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.27666666666666667
2024-09-24,36,5,N,RNGRA4,11,22.6,19.5,13.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.32
2024-09-24,37,5,N,RNGRC2,14,27.5,24.3,12.15,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.33
2024-09-24,38,6,N,RNROB1,6,16.8,17.3,7.15,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,18,0.31666666666666665
2024-09-24,39,6,N,RNROA4,13,20.5,19.3,10.65,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.45
2024-09-24,40,6,N,RNROC2,10,20.7,19.8,9.95,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.35666666666666663
2024-09-24,41,6,N,RNROA3,12,24.6,19.8,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.38999999999999996
2024-09-24,42,6,N,RNROB5,10,23.4,17.2,9.85,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,19,0.2733333333333334
2024-09-24,43,6,N,RNROA2,10,21.3,20.1,8.35,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,37,0.32
2024-09-24,44,6,N,RNROC4,10,23.2,20.3,9.55,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,37,0.36999999999999994
2024-09-24,45,6,N,RNROB4,12,22.1,20.4,9.05,21.077497,17.494766,18.852833304347826,79.807129,65.702698,73.26219069565217,23.12120517160518,2.2502538889428094,53.80881708070601,13.18041447184675,37,0.30666666666666664
2024-09-29,1,1,W,RWGRB5,13,26.2,21.5,12.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,39,0.26666666666666666
2024-09-29,2,1,W,RWGRA3,12,22.4,20.8,8.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,44,0.26666666666666666
2024-09-29,3,1,W,RWGRC1,13,22.7,19.9,8.65,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.3433333333333333
2024-09-29,4,1,W,RWGRA2,11,22.9,20.6,9.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.33666666666666667
2024-09-29,5,1,W,RWGRB3,9,22.4,19.3,8.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.39666666666666667
2024-09-29,6,1,W,RWGRA4,8,23.4,16.5,8.15,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.26666666666666666
2024-09-29,7,1,W,RWGRC3,12,24.1,17.5,8.05,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.37666666666666665
2024-09-29,8,1,W,RWGRA5,11,23.6,20.5,8.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.31000000000000005
2024-09-29,9,2,W,RWGRC2,10,27.6,25.3,8.15,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.45
2024-09-29,10,2,W,RWGRB4,15,30.6,30.5,11.05,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.2833333333333334
2024-09-29,11,2,W,RWGRC5,13,26.2,24.1,9.45,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,17,0.3033333333333333
2024-09-29,12,2,W,RWGRB1,10,23.8,27.2,12.15,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,18,0.31000000000000005
2024-09-29,13,2,W,RWGRC4,11,24.1,21.8,8.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.43333333333333335
2024-09-29,14,2,W,RWGRB2,7,19.9,19.8,6.45,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.36000000000000004
2024-09-29,15,2,W,RWGRA1,12,26.8,24.3,9.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.29
2024-09-29,16,3,N,RNGRA3,13,27.8,28.5,13.05,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.43
2024-09-29,17,3,N,RNGRB5,12,32.3,26.5,13.95,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.27666666666666667
2024-09-29,18,3,N,RNGRC4,13,28.4,23.2,10.25,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.4533333333333333
2024-09-29,19,3,N,RNGRA1,10,25.2,29.1,14.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.0
2024-09-29,20,3,N,RNGRC5,10,27.5,29.4,12.05,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.39999999999999997
2024-09-29,21,3,N,RNGRB2,11,30.4,29.3,11.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.2866666666666667
2024-09-29,22,3,N,RNGRA2,10,24.2,20.6,12.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.35333333333333333
2024-09-29,23,4,N,RNROB2,10,23.2,19.6,10.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.36333333333333334
2024-09-29,24,4,N,RNROC3,6,21.5,14.6,7.95,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.37333333333333335
2024-09-29,25,4,N,RNROA5,9,25.4,19.2,10.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.29000000000000004
2024-09-29,26,4,N,RNROC5,6,23.2,21.4,8.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.35333333333333333
2024-09-29,27,4,N,RNROB3,8,24.5,21.7,10.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,13,0.31666666666666665
2024-09-29,28,4,N,RNROA1,6,13.5,10.3,8.95,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,14,0.28
2024-09-29,29,4,N,RNROC1,6,25.2,19.5,9.25,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,15,0.3499999999999999
2024-09-29,30,5,N,RNGRC1,11,30.3,27.2,10.15,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,16,0.33
2024-09-29,31,5,N,RNGRB3,9,30.7,25.2,12.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,16,0.2733333333333333
2024-09-29,32,5,N,RNGRA5,6,19.2,14.1,13.45,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,16,0.23666666666666666
2024-09-29,33,5,N,RNGRB1,8,27.2,21.4,11.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,16,0.27
2024-09-29,34,5,N,RNGRC3,10,32.5,23.2,11.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,17,0.25666666666666665
2024-09-29,35,5,N,RNGRB4,9,30.3,21.4,11.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,16,0.27666666666666667
2024-09-29,36,5,N,RNGRA4,10,30.3,25.6,13.25,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,18,0.2833333333333334
2024-09-29,37,5,N,RNGRC2,10,30.6,29.2,8.15,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.30000000000000004
2024-09-29,38,6,N,RNROB1,6,22.3,14.5,8.95,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.32
2024-09-29,39,6,N,RNROA4,9,20.5,22.1,10.05,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.37333333333333335
2024-09-29,40,6,N,RNROC2,7,24.1,20.2,7.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.3333333333333333
2024-09-29,41,6,N,RNROA3,10,25.3,23.8,7.25,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.27
2024-09-29,42,6,N,RNROB5,6,25.1,20.8,11.25,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.0
2024-09-29,43,6,N,RNROA2,9,22.3,20.2,7.65,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,17,0.28
2024-09-29,44,6,N,RNROC4,9,27.3,25.2,11.35,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.36000000000000004
2024-09-29,45,6,N,RNROB4,9,19.5,23.4,8.55,29.544327,14.878392,20.220413173913045,79.986008,36.398739,62.772159086956506,20.295708957447182,1.392170128150607,71.84533788002797,7.66142242576596,19,0.4066666666666667
2024-10-03,1,1,W,RWGRB5,16,28.5,26.4,11.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.22999999999999998
2024-10-03,2,1,W,RWGRA3,14,23.5,24.2,11.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29750000000000004
2024-10-03,3,1,W,RWGRC1,16,23.6,21.7,8.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.352
2024-10-03,4,1,W,RWGRA2,15,24.8,23.6,11.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,17,0.29000000000000004
2024-10-03,5,1,W,RWGRB3,12,23.5,20.4,9.05,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29500000000000004
2024-10-03,6,1,W,RWGRA4,10,24.5,18.4,8.85,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,15,0.32
2024-10-03,7,1,W,RWGRC3,16,23.6,23.8,8.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,18,0.335
2024-10-03,8,1,W,RWGRA5,15,24.8,26.2,10.25,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.27
2024-10-03,9,2,W,RWGRC2,12,28.6,27.4,13.75,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.31000000000000005
2024-10-03,10,2,W,RWGRB4,15,33.1,29.6,13.25,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.335
2024-10-03,11,2,W,RWGRC5,16,27.8,25.6,15.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.335
2024-10-03,12,2,W,RWGRB1,14,30.4,24.8,11.85,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.28
2024-10-03,13,2,W,RWGRC4,11,27.6,26.8,7.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29750000000000004
2024-10-03,14,2,W,RWGRB2,10,22.4,21.5,7.05,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,13,0.2675
2024-10-03,15,2,W,RWGRA1,15,26.7,27.5,8.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,16,0.28750000000000003
2024-10-03,16,3,N,RNGRA3,16,31.4,30.6,11.45,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,18,0.264
2024-10-03,17,3,N,RNGRB5,15,31.7,33.1,13.95,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.2425
2024-10-03,18,3,N,RNGRC4,16,27.6,26.2,12.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29
2024-10-03,19,3,N,RNGRA1,15,29.1,20.6,11.25,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.265
2024-10-03,20,3,N,RNGRC5,14,31.2,29.3,11.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,16,0.2675
2024-10-03,21,3,N,RNGRB2,15,30.5,29.8,12.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,17,0.278
2024-10-03,22,3,N,RNGRA2,13,30.1,26.6,12.05,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,16,0.28750000000000003
2024-10-03,23,4,N,RNROB2,11,24.7,21.6,11.05,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,17,0.35
2024-10-03,24,4,N,RNROC3,7,21.4,15.1,9.85,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.345
2024-10-03,25,4,N,RNROA5,8,24.2,19.8,9.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.36750000000000005
2024-10-03,26,4,N,RNROC5,7,23.4,20.6,9.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,18,0.3475
2024-10-03,27,4,N,RNROB3,10,26.4,17.5,9.25,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.28
2024-10-03,28,4,N,RNROA1,8,16.8,14.5,7.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29000000000000004
2024-10-03,29,4,N,RNROC1,7,27.1,18.8,7.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.435
2024-10-03,30,5,N,RNGRC1,15,34.5,29.6,11.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,16,0.30000000000000004
2024-10-03,31,5,N,RNGRB3,11,32.4,31.7,15.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,18,0.2775
2024-10-03,32,5,N,RNGRA5,8,29.1,19.2,11.85,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.28
2024-10-03,33,5,N,RNGRB1,10,26.8,29.2,12.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.275
2024-10-03,34,5,N,RNGRC3,13,30.1,24.5,11.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.305
2024-10-03,35,5,N,RNGRB4,12,29.2,22.5,11.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.2675
2024-10-03,36,5,N,RNGRA4,13,25.6,33.4,12.95,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.255
2024-10-03,37,5,N,RNGRC2,12,30.2,26.6,9.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.29250000000000004
2024-10-03,38,6,N,RNROB1,7,16.1,22.6,10.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,17,0.395
2024-10-03,39,6,N,RNROA4,10,21.7,19.2,10.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,18,0.35250000000000004
2024-10-03,40,6,N,RNROC2,9,22.5,19.8,9.05,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.3575
2024-10-03,41,6,N,RNROA3,11,26.8,24.5,10.15,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.325
2024-10-03,42,6,N,RNROB5,7,30.1,22.6,11.85,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.32000000000000006
2024-10-03,43,6,N,RNROA2,11,22.8,20.5,10.35,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.36500000000000005
2024-10-03,44,6,N,RNROC4,10,30.5,26.2,11.55,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.35
2024-10-03,45,6,N,RNROB4,11,20.6,23.1,9.95,21.758629,18.687616,19.879193,87.61628,81.984047,86.34922226666666,20.40900542446593,0.7938399089355415,72.25144686240118,7.783231491559126,19,0.38250000000000006
